JDCT ,   , X, Y, Z, VX, VY, VZ, LT, RG, RR,
*******************************************************************************
$$SOE
2457416.500000000, A.D. 2016-Jan-29 00:00:00.0000, -9.073847606604010E+07,  1.056660473134591E+08,  4.388128110061239E+07, -2.482007076274684E+01, -1.767425581156182E+01, -7.499160260258920E+00,  4.870989715444331E+02,  1.460285979685777E+08,  3.800206769172167E-01,
2457417.500000000, A.D. 2016-Jan-30 00:00:00.0000, -9.286845419491237E+07,  1.041223315392702E+08,  4.322669685725072E+07, -2.448366864306897E+01, -1.805888436783698E+01, -7.652831751710988E+00,  4.872155177775703E+02,  1.460635376502805E+08,  4.287221664052422E-01,
2457418.500000000, A.D. 2016-Jan-31 00:00:00.0000, -9.496902976178296E+07,  1.025456505520352E+08,  4.255894485079442E+07, -2.413948047712239E+01, -1.843731670383315E+01, -7.803965862216192E+00,  4.873460568567017E+02,  1.461026722816783E+08,  4.771155119969616E-01,
2457419.500000000, A.D. 2016-Feb-01 00:00:00.0000, -9.703953653491603E+07,  1.009365455085899E+08,  4.187824527617030E+07, -2.378765761438742E+01, -1.880941953090408E+01, -7.952540240682612E+00,  4.874904910613758E+02,  1.461459725669169E+08,  5.251394038730792E-01,
2457420.500000000, A.D. 2016-Feb-02 00:00:00.0000, -9.907932168556127E+07,  9.929556881481253E+07,  4.118482027074640E+07, -2.342835887174766E+01, -1.917506568474523E+01, -8.098532175537759E+00,  4.876487055150637E+02,  1.461934040668791E+08,  5.727362285497178E-01,
2457421.500000000, A.D. 2016-Feb-03 00:00:00.0000, -1.010877464098974E+08,  9.762328361207712E+07,  4.047889396803112E+07, -2.306174999329377E+01, -1.953413376117016E+01, -8.241918105621407E+00,  4.878205693577013E+02,  1.462449275507047E+08,  6.198527855640978E-01,
$$EOE
*******************************************************************************
Coordinate system description:

  Earth Mean Equator and Equinox of Reference Epoch

    Reference epoch: J2000.0
    xy-plane: plane of the Earth's mean equator at the reference epoch
    x-axis  : out along ascending node of instantaneous plane of the Earth's
              orbit and the Earth's mean equator at the reference epoch
    z-axis  : along the Earth mean north pole at the reference epoch

Symbol meaning  

    JDTDB    Epoch Julian Date, Barycentric Dynamical Time
      X      x-component of position vector (km)                               
      Y      y-component of position vector (km)                               
      Z      z-component of position vector (km)                               
      VX     x-component of velocity vector (km/sec)                           
      VY     y-component of velocity vector (km/sec)                           
      VZ     z-component of velocity vector (km/sec)                           
      LT     One-way down-leg Newtonian light-time (sec)                       
      RG     Range; distance from coordinate center (km)                       
      RR     Range-rate; radial velocity wrt coord. center (km/sec)            

Geometric states/elements have no aberration corrections applied.

 Computations by ...
     Solar System Dynamics Group, Horizons On-Line Ephemeris System
     4800 Oak Grove Drive, Jet Propulsion Laboratory
     Pasadena, CA  91109   USA
     Information: http://ssd.jpl.nasa.gov/
     Connect    : telnet://ssd.jpl.nasa.gov:6775  (via browser)
                  telnet ssd.jpl.nasa.gov 6775    (via command-line)
     Author     : Jon.Giorgini@jpl.nasa.gov
*******************************************************************************
